등록구분,진행상태,ECN No.,프로젝트,긴급도,중요도,등록일,요청 파트(부서),완료예정일,조치완료일,대책파트/협력사
C3,완료,CH000002263,P1,상,Low,2017-03-03,D36,2017-05-14,2021-08-02,D17
C3,완료,CH000002264,P1,상,Low,2017-03-03,D36,2017-04-13,2021-08-02,D17
C3,완료,CH000002265,P1,상,Low,2017-03-03,D36,2017-04-13,2021-08-02,D17
C3,완료,CH000002266,P1,상,Low,2017-03-03,D36,2017-04-13,2021-08-02,D17
C3,완료,CH000002267,P1,상,Low,2017-03-03,D36,2017-04-13,2021-08-02,D17
C8,완료,CH000002268,P1,상,Low,2017-03-03,D13,2017-03-04,2017-03-04,D17
C8,완료,CH000002269,P1,상,Low,2017-03-03,D13,2017-03-13,2017-03-07,D17
C8,완료,CH000002270,P1,상,Low,2017-03-03,D13,2017-03-03,2017-03-03,D56
C8,완료,CH000002271,P1,상,Low,2017-03-03,D13,2017-03-09,2017-03-09,D56
C8,완료,CH000002272,P1,상,Low,2017-03-03,D13,2017-03-16,2017-03-17,D56
C3,완료,CH000002273,P1,상,Low,2017-02-28,D19,2017-03-11,2017-03-04,D91
C3,완료,CH000002274,P1,상,Low,2017-02-28,D19,2017-03-03,2017-03-04,D21
C3,완료,CH000002275,P1,상,Low,2017-02-28,D77,2017-03-11,2017-03-04,D91
C3,완료,CH000002276,P1,상,Low,2017-02-28,D30,2017-03-03,2017-03-04,D21
C3,완료,CH000002277,P1,상,Low,2017-02-27,D77,2017-03-03,2017-03-03,D19
C2,완료,CH000002278,P1,상,Medium,2017-02-27,D77,2017-02-27,2017-02-27,D77
C3,완료,CH000002279,P1,상,Low,2017-02-26,D19,2017-04-29,2017-04-29,D13
C3,완료,CH000002280,P1,상,Low,2017-02-26,D35,2017-04-22,2017-04-23,D13
C2,완료,CH000002281,P1,상,Medium,2017-02-26,D77,2017-02-26,2017-02-26,D77
C8,완료,CH000002282,P1,하,Medium,2017-02-26,D91,2017-02-27,2017-02-27,D13
C8,완료,CH000002283,P1,하,Medium,2017-02-26,D61,2017-02-27,2017-02-27,D13
C3,완료,CH000002284,P1,상,Low,2017-02-25,D35,2017-02-25,2017-02-25,D13
C3,완료,CH000002285,P1,상,Low,2017-02-25,D35,2017-02-27,2017-02-28,D19
C8,완료,CH000002286,P1,상,Medium,2017-02-25,D24,2017-02-26,2017-02-27,D56
C8,완료,CH000002287,P1,상,Medium,2017-02-25,D24,2017-03-16,2017-03-17,D56
C8,완료,CH000002288,P1,상,Medium,2017-02-24,D24,2017-03-13,2017-03-15,D17
C8,완료,CH000002289,P1,상,Medium,2017-02-24,D24,2017-02-27,2017-02-25,D17
C8,완료,CH000002290,P1,상,Medium,2017-02-24,D24,2017-03-17,2017-03-19,D17
C3,완료,CH000002291,P1,상,Low,2017-02-23,D18,2017-02-24,2017-02-24,D21
C3,완료,CH000002292,P1,상,Low,2017-02-20,D18,2017-02-27,2017-02-28,D19
C3,완료,CH000002293,P1,상,Low,2017-02-20,D30,2017-04-14,2017-04-16,D13
C3,완료,CH000002294,P1,상,Low,2017-02-19,D30,2017-02-25,2017-02-23,D19
C3,완료,CH000002295,P1,상,Low,2017-02-19,D30,2017-03-02,2017-03-05,D23
C3,완료,CH000002296,P1,상,Low,2017-02-19,D30,2017-02-27,2017-02-28,D19
C3,완료,CH000002297,P1,상,Low,2017-02-19,D13,2017-02-19,2017-02-19,D13
C3,완료,CH000002298,P1,상,Low,2017-02-19,D19,2017-02-19,2017-02-19,D13
C3,완료,CH000002299,P1,상,Low,2017-02-18,D30,2017-02-19,2017-02-19,D21
C3,완료,CH000002300,P1,상,Low,2017-02-16,D13,2017-02-16,2017-02-18,D19
C3,완료,CH000002301,P1,상,Low,2017-02-16,D19,2017-02-18,2017-02-18,D21
C3,완료,CH000002302,P1,상,Low,2017-02-15,D19,2017-03-02,2017-02-16,D91
C3,완료,CH000002303,P1,상,Low,2017-02-13,D19,2017-02-17,2017-02-16,D19
C8,완료,CH000002304,P1,중,Low,2017-02-13,D24,2017-02-19,2017-02-19,D13
C3,완료,CH000002305,P1,상,Low,2017-02-12,D77,2017-03-24,2021-08-02,D17
C3,완료,CH000002306,P1,상,Low,2017-02-12,D77,2017-03-17,2021-08-02,D17
C3,완료,CH000002307,P1,상,Low,2017-02-12,D77,2017-03-19,2021-08-02,D17
C3,완료,CH000002308,P1,상,Low,2017-02-12,D77,2017-03-02,2017-02-16,D91
C3,완료,CH000002309,P1,상,Low,2017-02-12,D19,2017-03-02,2017-02-16,D91
C3,완료,CH000002310,P1,상,Low,2017-02-12,D19,2017-02-17,2017-02-17,D91
C3,완료,CH000002311,P1,상,Low,2017-02-12,D77,2017-03-19,2021-08-02,D17
C3,완료,CH000002312,P1,상,Low,2017-02-12,D35,2017-04-14,2017-04-16,D13
C3,완료,CH000002313,P1,상,Low,2017-02-12,D35,2017-02-13,2017-02-13,D13
C3,완료,CH000002314,P1,상,Low,2017-02-12,D35,2017-02-13,2017-02-13,D13
C3,완료,CH000002315,P1,상,Low,2017-02-12,D24,2017-02-13,2017-02-13,D13
C3,완료,CH000002316,P1,상,Low,2017-02-11,D35,2017-02-27,2017-02-28,D19
C3,완료,CH000002317,P1,상,Low,2017-02-11,D35,2017-02-13,2017-02-14,D19
C3,완료,CH000002318,P1,상,Low,2017-02-11,D24,2017-02-12,2017-02-12,D21
C3,완료,CH000002319,P1,상,Low,2017-02-11,D21,2017-02-12,2017-02-12,D21
C3,완료,CH000002320,P1,상,Low,2017-02-11,D23,2017-02-12,2017-02-12,D21
C3,완료,CH000002321,P1,상,Low,2017-02-06,D21,2017-03-02,2017-02-16,D91
C3,완료,CH000002322,P1,상,Low,2017-02-06,D35,2017-02-12,2017-02-13,D20
C3,완료,CH000002323,P1,상,Low,2017-02-06,D35,2017-03-02,2017-02-16,D91
C3,완료,CH000002324,P1,상,Low,2017-02-06,D35,2017-02-16,2017-02-17,D20
C3,완료,CH000002325,P1,상,Low,2017-02-06,D35,2017-03-02,2017-02-16,D91
C3,완료,CH000002326,P1,상,Low,2017-02-06,D77,2017-03-02,2017-02-16,D91
C3,완료,CH000002327,P1,상,Low,2017-02-06,D36,2017-03-17,2021-08-02,D17
C3,완료,CH000002328,P1,상,Low,2017-02-06,D36,2017-03-17,2021-08-02,D17
C3,완료,CH000002329,P1,상,Low,2017-02-06,D36,2017-03-17,2021-08-02,D17
C3,완료,CH000002330,P1,상,Low,2017-02-06,D36,2017-03-18,2021-08-02,D17
C2,완료,CH000002331,P1,상,Medium,2017-02-06,D35,2017-02-06,2017-02-06,D35
C2,완료,CH000002332,P1,상,Medium,2017-02-06,D35,2017-02-06,2017-02-06,D35
C2,완료,CH000002333,P1,상,Medium,2017-02-06,D77,2017-02-06,2017-02-06,D77
C8,완료,CH000002334,P1,하,Medium,2017-02-06,D61,2017-02-13,2017-02-13,D13
C3,완료,CH000002335,P1,상,Low,2017-02-05,D24,2017-02-13,2017-02-12,D19
C3,완료,CH000002336,P1,상,Low,2017-02-05,D24,2017-02-06,2017-02-06,D91
C3,완료,CH000002337,P1,상,Low,2017-02-05,D91,2017-03-17,2021-08-02,D17
C3,완료,CH000002338,P1,상,Low,2017-02-05,D91,2017-04-30,2017-02-12,D17
C3,완료,CH000002339,P1,상,Low,2017-02-05,D77,2017-03-30,2021-08-02,D17
C3,완료,CH000002340,P1,상,Low,2017-02-05,D23,2017-03-17,2021-08-02,D17
C2,완료,CH000002341,P1,상,Medium,2017-02-05,D77,2017-02-05,2017-02-05,D77
C8,완료,CH000002342,P1,상,Medium,2017-02-05,D91,2017-02-13,2017-02-13,D13
C3,완료,CH000002343,P1,상,Low,2017-02-04,D19,2017-02-06,2017-02-06,D91
C3,완료,CH000002344,P1,상,Low,2017-02-04,D21,2017-02-13,2017-02-14,D19
C3,완료,CH000002345,P1,상,Low,2017-02-04,D23,2017-02-06,2017-02-06,D21
C3,완료,CH000002346,P1,상,Low,2017-02-04,D23,2017-02-13,2017-02-14,D19
C3,완료,CH000002347,P1,상,Low,2017-02-04,D36,2017-05-13,2021-08-02,D17
C3,완료,CH000002348,P1,상,Low,2017-02-04,D36,2017-05-13,2021-08-02,D17
C3,완료,CH000002349,P1,상,Low,2017-02-04,D36,2017-05-13,2021-08-02,D17
C3,완료,CH000002350,P1,상,Low,2017-02-04,D77,2017-02-14,2017-02-14,D19
C5,완료,CH000002351,P1,하,Low,2017-02-04,D19,2017-02-06,2017-02-05,D19
C3,완료,CH000002352,P1,상,Low,2017-02-03,D21,2017-02-04,2017-02-05,D23
C3,완료,CH000002353,P1,상,Low,2017-02-03,D21,2017-02-16,2017-02-03,D91
C3,완료,CH000002354,P1,상,Low,2017-02-03,D23,2017-02-06,2017-02-04,D19
C3,완료,CH000002355,P1,상,Low,2017-02-03,D23,2017-02-03,2017-02-03,D13
C3,완료,CH000002356,P1,상,Low,2017-02-03,D23,2017-02-16,2017-02-03,D91
C3,완료,CH000002357,P1,상,Low,2017-02-03,D23,2017-02-06,2017-02-06,D23
C3,완료,CH000002358,P1,상,Low,2017-02-03,D36,2017-04-13,2021-08-02,D17
C3,완료,CH000002359,P1,상,Low,2017-02-03,D36,2017-04-13,2021-08-02,D17
C3,완료,CH000002360,P1,상,Low,2017-02-03,D36,2017-03-30,2021-08-02,D17
C3,완료,CH000002361,P1,상,Low,2017-02-03,D36,2017-04-01,2021-08-02,D17
C8,완료,CH000002363,P1,상,Low,2017-02-03,D23,2017-02-13,2017-02-13,D13
C3,완료,CH000002364,P1,상,Low,2017-02-02,D19,2017-02-16,2017-02-03,D91
C3,완료,CH000002365,P1,상,Low,2017-02-02,D77,2017-02-03,2017-02-03,D13
C3,완료,CH000002366,P1,상,Low,2017-02-02,D77,2017-02-06,2017-02-05,D19
C3,완료,CH000002367,P1,상,Low,2017-02-02,D16,2017-02-25,2017-02-26,D13
C3,완료,CH000002368,P1,상,Low,2017-02-02,D16,2017-02-03,2017-02-03,D13
C3,완료,CH000002369,P1,상,Low,2017-01-31,D16,2017-01-31,2017-02-02,D19
C3,완료,CH000002370,P1,상,Low,2017-01-30,D19,2017-02-16,2017-02-03,D91
C3,완료,CH000002371,P1,상,Low,2017-01-30,D36,2017-02-03,2017-02-03,D13
C3,완료,CH000002372,P1,상,Low,2017-01-30,D19,2017-02-03,2017-02-03,D13
C3,완료,CH000002373,P1,상,Low,2017-01-30,D19,2017-02-03,2017-02-03,D13
C3,완료,CH000002374,P1,상,Low,2017-01-30,D35,2017-02-03,2017-02-03,D13
C2,완료,CH000002375,P1,상,Medium,2017-01-30,D16,2017-01-30,2017-01-30,D16
C2,완료,CH000002376,P1,상,Medium,2017-01-30,D77,2017-01-30,2017-01-30,D77
C2,완료,CH000002377,P1,상,Medium,2017-01-30,D77,2017-01-30,2017-01-30,D77
C3,완료,CH000002378,P1,상,Low,2017-01-29,D23,2017-01-31,2017-02-02,D19
C3,완료,CH000002379,P1,상,Low,2017-01-29,D23,2017-01-31,2017-02-02,D19
C3,완료,CH000002380,P1,상,Low,2017-01-29,D106,2017-01-31,2017-02-02,D19
C3,완료,CH000002381,P1,상,Low,2017-01-29,D35,2017-01-31,2017-02-02,D19
C8,완료,CH000002382,P1,상,Low,2017-01-29,D13,2017-05-28,2017-05-28,D16
C3,완료,CH000002383,P1,상,Low,2017-01-28,D24,2017-01-28,2017-01-29,D91
C3,완료,CH000002384,P1,상,Low,2017-01-28,D19,2017-01-28,2017-01-29,D91
C3,완료,CH000002385,P1,상,Low,2017-01-27,D19,2017-01-28,2017-01-28,D91
C3,완료,CH000002386,P1,상,Low,2017-01-27,D19,2017-01-28,2017-01-28,D91
C3,완료,CH000002387,P1,상,Low,2017-01-27,D19,2017-01-28,2017-01-28,D91
C3,완료,CH000002388,P1,상,Low,2017-01-27,D19,2017-01-28,2017-01-28,D91
C3,완료,CH000002389,P1,상,Low,2017-01-27,D35,2017-02-25,2017-02-26,D13
C3,완료,CH000002390,P1,상,Low,2017-01-26,D24,2017-01-28,2017-01-28,D91
C3,완료,CH000002391,P1,상,Low,2017-01-26,D19,2017-01-26,2017-01-26,D91
C3,완료,CH000002392,P1,상,Low,2017-01-26,D19,2017-01-27,2017-01-27,D21
C3,완료,CH000002393,P1,상,Low,2017-01-26,D35,2017-01-29,2017-02-02,D13
C3,완료,CH000002394,P1,상,Low,2017-01-26,D24,2017-01-29,2017-02-02,D13
C2,완료,CH000002395,P1,상,Medium,2017-01-26,D77,2017-01-26,2017-01-26,D77
C3,완료,CH000002396,P1,상,Low,2017-01-24,D23,2017-01-26,2017-01-28,D21
C3,완료,CH000002397,P1,상,Low,2017-01-23,D19,2017-02-03,2017-01-28,D91
C3,완료,CH000002398,P1,상,Low,2017-01-22,D18,2017-01-23,2017-01-24,D19
C3,완료,CH000002399,P1,상,Low,2017-01-22,D35,2017-01-23,2017-01-24,D19
C3,완료,CH000002400,P1,상,Low,2017-01-21,D19,2017-02-03,2017-01-22,D91
C3,완료,CH000002401,P1,상,Low,2017-01-20,D21,2017-01-22,2017-01-21,D19
C3,완료,CH000002402,P1,상,Low,2017-01-20,D21,2017-01-28,2017-01-22,D19
C3,완료,CH000002403,P1,상,Low,2017-01-20,D21,2017-02-03,2017-01-21,D91
C3,완료,CH000002404,P1,상,Low,2017-01-20,D19,2017-02-03,2017-01-21,D91
C3,완료,CH000002405,P1,상,Low,2017-01-20,D35,2017-01-27,2017-01-29,D20
C3,완료,CH000002406,P1,상,Low,2017-01-19,D35,2017-02-03,2017-01-21,D91
C3,완료,CH000002407,P1,상,Low,2017-01-19,D19,2017-02-03,2017-01-21,D91
C3,진행중,CH000002408,P1,상,Low,2017-01-19,D19,,,D19
C3,완료,CH000002409,P1,상,Low,2017-01-19,D19,2017-01-20,2017-01-20,D77
C3,완료,CH000002410,P1,상,Low,2017-01-19,D77,2017-02-03,2017-02-03,D19
C3,진행중,CH000002411,P1,상,Low,2017-01-19,D19,,,D19
C3,완료,CH000002412,P1,상,Low,2017-01-19,D19,2017-01-20,2017-01-20,D77
C3,완료,CH000002413,P1,상,Low,2017-01-19,D19,2017-01-19,2017-01-20,D19
C3,완료,CH000002414,P1,상,Low,2017-01-19,D19,2017-02-03,2017-02-03,D19
C3,완료,CH000002415,P1,상,Low,2017-01-19,D19,2017-01-20,2017-01-21,D19
C3,완료,CH000002416,P1,상,Low,2017-01-19,D19,2017-02-06,2017-02-06,D19
C3,완료,CH000002417,P1,상,Low,2017-01-19,D19,2017-01-19,2017-01-20,D19
C3,진행중,CH000002418,P1,상,Low,2017-01-19,D19,,,D19
C3,완료,CH000002419,P1,상,Low,2017-01-19,D35,2017-01-19,2017-01-20,D19
C3,완료,CH000002420,P1,상,Low,2017-01-19,D35,2017-02-03,2017-02-03,D19
C3,완료,CH000002421,P1,상,Low,2017-01-19,D35,2017-01-20,2017-01-20,D19
C3,완료,CH000002422,P1,상,Low,2017-01-19,D35,2017-02-06,2017-02-06,D19
C3,완료,CH000002423,P1,상,Low,2017-01-19,D35,2017-01-19,2017-01-20,D19
C3,진행중,CH000002424,P1,상,Low,2017-01-19,D35,,,D19
C3,완료,CH000002425,P1,상,Low,2017-01-19,D24,2017-01-19,2017-01-20,D19
C3,완료,CH000002426,P1,상,Low,2017-01-19,D24,2017-01-20,2017-01-20,D77
C2,완료,CH000002427,P1,상,Medium,2017-01-19,D35,2017-01-19,2017-01-19,D35
C8,완료,CH000002428,P1,상,Medium,2017-01-19,D61,2017-01-20,2017-01-20,D13
C3,완료,CH000002429,P1,상,Low,2017-01-16,D19,2017-01-17,2017-01-20,D13
C3,완료,CH000002430,P1,상,Low,2017-01-16,D35,2017-01-17,2017-01-20,D13
C8,완료,CH000002431,P1,하,Low,2017-01-16,D41,2017-01-23,2017-01-23,D13
C3,완료,CH000002432,P1,상,Low,2017-01-15,D19,2017-01-23,2017-01-16,D91
C3,완료,CH000002433,P1,상,Low,2017-01-15,D24,2017-01-23,2017-01-16,D91
C3,완료,CH000002434,P1,상,Low,2017-01-14,D77,2017-01-20,2017-01-26,D13
C3,완료,CH000002435,P1,상,Low,2017-01-14,D19,2017-01-23,2017-01-16,D91
C3,완료,CH000002436,P1,상,Low,2017-01-14,D35,2017-01-20,2017-01-26,D13
C3,완료,CH000002437,P1,상,Low,2017-01-14,D35,2017-02-04,2017-02-05,D56
C3,완료,CH000002438,P1,상,Low,2017-01-14,D35,2017-01-15,2017-01-15,D56
C3,완료,CH000002439,P1,상,Low,2017-01-14,D35,2017-01-20,2017-01-21,D20
C3,완료,CH000002440,P1,상,Low,2017-01-14,D35,2017-01-19,2017-01-20,D19
C3,완료,CH000002441,P1,상,Low,2017-01-14,D35,2017-01-23,2017-01-16,D91
C3,완료,CH000002442,P1,상,Low,2017-01-14,D24,2017-01-20,2017-01-26,D13
C3,완료,CH000002443,P1,상,Low,2017-01-14,D77,2017-01-19,2017-01-26,D13
C3,완료,CH000002444,P1,상,Low,2017-01-14,D16,2017-01-19,2017-01-26,D13
C3,완료,CH000002445,P1,상,Low,2017-01-14,D16,2017-01-19,2017-01-26,D13
C3,완료,CH000002446,P1,상,Low,2017-01-14,D91,2017-01-19,2017-01-26,D13
C3,완료,CH000002447,P1,상,Low,2017-01-14,D91,2017-01-19,2017-01-26,D13
C3,완료,CH000002448,P1,상,Low,2017-01-14,D91,2017-05-07,2017-01-19,D17
C3,완료,CH000002449,P1,상,Low,2017-01-14,D91,2017-03-13,2021-08-02,D17
C3,완료,CH000002450,P1,상,Low,2017-01-14,D16,2017-01-19,2017-01-26,D13
C3,완료,CH000002451,P1,상,Low,2017-01-14,D16,2017-01-20,2017-01-26,D13
C2,완료,CH000002452,P1,상,Medium,2017-01-14,D77,2017-01-14,2017-01-14,D77
C3,완료,CH000002453,P1,상,Low,2017-01-13,D24,2017-01-23,2017-01-16,D91
C2,완료,CH000002454,P1,상,Medium,2017-01-13,D41,2017-01-13,2017-01-13,D41
C2,완료,CH000002455,P1,상,Medium,2017-01-13,D35,2017-01-13,2017-01-13,D35
C3,완료,CH000002456,P1,상,Low,2017-01-12,D24,2017-01-20,2017-01-13,D91
C3,완료,CH000002457,P1,상,Low,2017-01-12,D16,2017-01-17,2017-01-20,D13
C3,완료,CH000002458,P1,상,Low,2017-01-12,D16,2017-01-16,2017-01-12,D19
C3,완료,CH000002459,P1,상,Low,2017-01-12,D16,2017-01-17,2017-01-20,D13
C3,완료,CH000002460,P1,상,Low,2017-01-12,D16,2017-01-16,2017-01-12,D19
C3,완료,CH000002461,P1,상,Low,2017-01-12,D55,2017-01-22,2017-01-26,D23
C3,완료,CH000002462,P1,상,Low,2017-01-12,D16,2017-01-12,2017-01-14,D23
C3,완료,CH000002463,P1,상,Low,2017-01-12,D16,2017-01-17,2017-01-20,D13
C3,완료,CH000002464,P1,상,Low,2017-01-12,D16,2017-01-17,2017-01-20,D13
C3,완료,CH000002465,P1,상,Low,2017-01-10,D16,2017-01-20,2017-01-13,D91
C3,완료,CH000002466,P1,상,Low,2017-01-10,D16,2017-01-20,2017-01-13,D91
C3,완료,CH000002467,P1,상,Low,2017-01-09,D19,2017-01-14,2017-01-12,D19
C3,완료,CH000002468,P1,상,Low,2017-01-09,D23,2017-01-12,2017-01-13,D21
C3,완료,CH000002469,P1,상,Low,2017-01-08,D23,2017-01-09,2017-01-12,D21
C3,완료,CH000002470,P1,상,Low,2017-01-08,D23,2017-01-19,2017-01-20,D19
C3,완료,CH000002471,P1,상,Low,2017-01-08,D16,2017-01-14,2017-01-09,D19
C2,완료,CH000002472,P1,상,Medium,2017-01-08,D19,2017-01-08,2017-01-08,D19
C8,완료,CH000002473,P1,중,Medium,2017-01-08,D13,2017-01-09,2017-01-09,D16
C8,완료,CH000002474,P1,중,Medium,2017-01-08,D13,2017-02-06,2017-02-03,D16
C8,완료,CH000002475,P1,중,Medium,2017-01-08,D13,2017-05-28,2017-05-28,D16
C3,완료,CH000002476,P1,상,Low,2017-01-07,D16,2017-01-16,2017-01-10,D91
C3,완료,CH000002477,P1,상,Low,2017-01-07,D16,2017-01-16,2017-01-10,D91
C9,완료,CH000002478,P1,상,Medium,2017-01-07,D104,2017-01-20,2017-01-12,D91
C8,완료,CH000002479,P1,하,Low,2017-01-07,D24,2017-05-28,2017-05-28,D16
C3,완료,CH000002480,P1,상,Low,2017-01-06,D24,2017-01-13,2017-01-16,D13
C3,완료,CH000002481,P1,상,Low,2017-01-06,D13,2017-01-12,2017-01-12,D56
C3,완료,CH000002482,P1,상,Low,2017-01-06,D13,2017-01-07,2017-01-07,D56
C3,완료,CH000002483,P1,상,Low,2017-01-06,D13,2017-01-08,2017-01-08,D56
C3,완료,CH000002484,P1,상,Low,2017-01-06,D13,2017-01-08,2017-01-08,D56
C3,완료,CH000002485,P1,상,Low,2017-01-06,D13,2017-01-07,2017-01-07,D56
C3,완료,CH000002486,P1,상,Low,2017-01-06,D13,2017-01-13,2017-01-16,D13
C3,완료,CH000002487,P1,상,Low,2017-01-06,D13,2017-01-19,2017-01-20,D19
C3,완료,CH000002488,P1,상,Low,2017-01-06,D41,2017-01-08,2017-01-09,D21
C3,완료,CH000002489,P1,상,Low,2017-01-05,D13,2017-01-13,2017-01-07,D91
C3,완료,CH000002490,P1,상,Low,2017-01-05,D13,2017-01-06,2017-01-06,D19
C3,완료,CH000002491,P1,상,Low,2017-01-05,D13,2017-01-09,2017-01-07,D19
C3,완료,CH000002492,P1,상,Low,2017-01-05,D13,2017-01-08,2017-01-09,D19
C3,완료,CH000002493,P1,상,Low,2017-01-05,D13,2017-01-12,2017-01-13,D19
C3,완료,CH000002494,P1,상,Low,2017-01-05,D13,2017-01-09,2017-01-09,D19
C3,완료,CH000002495,P1,상,Low,2017-01-05,D13,2017-01-09,2017-01-09,D19
C3,완료,CH000002496,P1,상,Low,2017-01-05,D13,2017-01-06,2017-01-06,D19
C3,진행중,CH000002497,P1,상,Low,2017-01-05,D13,,,D19
C3,완료,CH000002498,P1,상,Low,2017-01-05,D13,2017-01-12,2017-01-12,D19
C3,완료,CH000002499,P1,상,Low,2017-01-05,D16,2017-01-06,2017-01-06,D19
C3,완료,CH000002500,P1,상,Low,2017-01-05,D16,2017-01-09,2017-01-07,D19
C3,완료,CH000002501,P1,상,Low,2017-01-05,D16,2017-01-09,2017-01-09,D19
C3,완료,CH000002502,P1,상,Low,2017-01-05,D16,2017-01-12,2017-01-13,D19
C3,완료,CH000002503,P1,상,Low,2017-01-05,D16,2017-01-09,2017-01-09,D19
C3,완료,CH000002504,P1,상,Low,2017-01-05,D16,2017-01-09,2017-01-09,D19
C3,완료,CH000002505,P1,상,Low,2017-01-05,D16,2017-01-06,2017-01-06,D19
C3,진행중,CH000002506,P1,상,Low,2017-01-05,D16,,,D19
C3,완료,CH000002507,P1,상,Low,2017-01-05,D16,2017-01-12,2017-01-12,D19
C3,완료,CH000002508,P1,상,Low,2017-01-05,D16,2017-01-06,2017-01-06,D19
C3,완료,CH000002509,P1,상,Low,2017-01-05,D16,2017-01-09,2017-01-07,D19
C3,완료,CH000002510,P1,상,Low,2017-01-05,D16,2017-01-08,2017-01-09,D19
C3,완료,CH000002511,P1,상,Low,2017-01-05,D16,2017-01-12,2017-01-13,D19
C3,완료,CH000002512,P1,상,Low,2017-01-05,D16,2017-01-09,2017-01-09,D19
C3,완료,CH000002513,P1,상,Low,2017-01-05,D16,2017-01-09,2017-01-09,D19
C3,완료,CH000002514,P1,상,Low,2017-01-05,D16,2017-01-06,2017-01-06,D19
C3,진행중,CH000002515,P1,상,Low,2017-01-05,D16,,,D19
C3,완료,CH000002516,P1,상,Low,2017-01-05,D16,2017-01-12,2017-01-12,D19
C3,완료,CH000002517,P1,상,Low,2017-01-05,D91,2017-01-06,2017-01-06,D19
C3,완료,CH000002518,P1,상,Low,2017-01-05,D91,2017-01-09,2017-01-07,D19
C3,완료,CH000002519,P1,상,Low,2017-01-05,D91,2017-01-09,2017-01-09,D19
C3,완료,CH000002520,P1,상,Low,2017-01-05,D91,2017-01-13,2017-01-13,D19
C3,완료,CH000002521,P1,상,Low,2017-01-05,D91,2017-01-09,2017-01-09,D19
C3,완료,CH000002522,P1,상,Low,2017-01-05,D91,2017-01-09,2017-01-09,D19
C3,완료,CH000002523,P1,상,Low,2017-01-05,D91,2017-01-06,2017-01-06,D19
C3,진행중,CH000002524,P1,상,Low,2017-01-05,D91,,,D19
C3,완료,CH000002525,P1,상,Low,2017-01-05,D91,2017-01-12,2017-01-12,D19
C3,완료,CH000002526,P1,상,Low,2017-01-05,D91,2017-01-06,2017-01-06,D19
C3,완료,CH000002527,P1,상,Low,2017-01-05,D91,2017-01-09,2017-01-07,D19
C3,완료,CH000002528,P1,상,Low,2017-01-05,D91,2017-01-08,2017-01-09,D19
C3,완료,CH000002529,P1,상,Low,2017-01-05,D91,2017-01-13,2017-01-13,D19
C3,완료,CH000002530,P1,상,Low,2017-01-05,D91,2017-01-09,2017-01-09,D19
C3,완료,CH000002531,P1,상,Low,2017-01-05,D91,2017-01-09,2017-01-09,D19
C3,완료,CH000002532,P1,상,Low,2017-01-05,D91,2017-01-06,2017-01-06,D19
C3,진행중,CH000002533,P1,상,Low,2017-01-05,D91,,,D19
C3,완료,CH000002534,P1,상,Low,2017-01-05,D91,2017-01-12,2017-01-12,D19
C3,완료,CH000002535,P1,상,Low,2017-01-05,D91,2017-01-06,2017-01-06,D19
C3,완료,CH000002536,P1,상,Low,2017-01-05,D91,2017-01-09,2017-01-07,D19
C3,완료,CH000002537,P1,상,Low,2017-01-05,D91,2017-01-08,2017-01-09,D19
C3,완료,CH000002538,P1,상,Low,2017-01-05,D91,2017-01-13,2017-01-13,D19
C3,완료,CH000002539,P1,상,Low,2017-01-05,D91,2017-01-09,2017-01-09,D19
C3,완료,CH000002540,P1,상,Low,2017-01-05,D91,2017-01-09,2017-01-09,D19
C3,완료,CH000002541,P1,상,Low,2017-01-05,D91,2017-01-06,2017-01-06,D19
C3,진행중,CH000002542,P1,상,Low,2017-01-05,D91,,,D19
C3,완료,CH000002543,P1,상,Low,2017-01-05,D91,2017-01-12,2017-01-12,D19
C3,완료,CH000002544,P1,상,Low,2017-01-05,D19,2017-01-06,2017-01-06,D19
C3,완료,CH000002545,P1,상,Low,2017-01-05,D19,2017-01-09,2017-01-07,D19
C3,완료,CH000002546,P1,상,Low,2017-01-05,D19,2017-01-09,2017-01-09,D19
C3,완료,CH000002547,P1,상,Low,2017-01-05,D19,2017-01-12,2017-01-13,D19
C3,완료,CH000002548,P1,상,Low,2017-01-05,D19,2017-01-09,2017-01-07,D19
C3,완료,CH000002549,P1,상,Low,2017-01-05,D19,2017-01-09,2017-01-09,D19
C3,완료,CH000002550,P1,상,Low,2017-01-05,D19,2017-01-06,2017-01-06,D19
C3,진행중,CH000002551,P1,상,Low,2017-01-05,D19,,,D19
C3,완료,CH000002552,P1,상,Low,2017-01-05,D19,2017-01-12,2017-01-12,D19
C3,완료,CH000002553,P1,상,Low,2017-01-05,D19,2017-01-06,2017-01-06,D19
C3,완료,CH000002554,P1,상,Low,2017-01-05,D19,2017-01-09,2017-01-07,D19
C3,완료,CH000002555,P1,상,Low,2017-01-05,D19,2017-01-08,2017-01-09,D19
C3,완료,CH000002556,P1,상,Low,2017-01-05,D19,2017-01-12,2017-01-13,D19
C3,완료,CH000002557,P1,상,Low,2017-01-05,D19,2017-01-09,2017-01-09,D19
C3,완료,CH000002558,P1,상,Low,2017-01-05,D19,2017-01-09,2017-01-09,D19
C3,완료,CH000002559,P1,상,Low,2017-01-05,D19,2017-01-06,2017-01-06,D19
C3,진행중,CH000002560,P1,상,Low,2017-01-05,D19,,,D19
C3,완료,CH000002561,P1,상,Low,2017-01-05,D19,2017-01-12,2017-01-12,D19
