프로젝트,선종,선종.1,업체구분,검사길이,불량길이,검사방법,검사자ID,과,검사실적입력일,NDE업체,용도판정,사유코드,사유코드 설명,직반장사번,직반장성명,직반장 Vendor 코드,용접사사번,용접사성명,용접완료일,용접방법
P21,CNT,A,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-20,SAW
P21,CNT,A,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-20,SAW
P21,CNT,A,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-20,SAW
P21,CNT,A,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-20,SAW
P21,CNT,A,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-20,SAW
P21,CNT,A,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-20,SAW
P21,CNT,A,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-20,SAW
P21,CNT,A,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-20,SAW
P16,CNT,A,SHI,490.0,해당없음,초음파,ID00000025,D41,2023-03-03,NC2,승인,해당없음,해당없음,A000044,양*석,직영,W002314,김*봉,2023-02-24,EGFC
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W001671,김*곤,2023-02-19,FAB
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W001671,김*곤,2023-02-19,FAB
P16,CNT,A,SHI,1250.0,해당없음,초음파,ID00000025,D41,2023-03-03,NC2,승인,해당없음,해당없음,A000044,양*석,직영,W002314,김*봉,2023-02-17,EGFC
P16,CNT,A,SHI,1250.0,해당없음,초음파,ID00000025,D41,2023-03-03,NC2,승인,해당없음,해당없음,A000044,양*석,직영,W002314,김*봉,2023-02-17,EGFC
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-19,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-19,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-19,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-19,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W000703,지*우,2023-02-19,SAW
P13,COT,C,Vendor,770.0,해당없음,초음파,ID00000025,D6,2023-03-04,NC2,승인,해당없음,해당없음,A000030,이*원,V9,W000951,박*우,2023-02-21,FCAW
P13,COT,C,Vendor,500.0,해당없음,초음파,ID00000025,D6,2023-03-04,NC2,승인,해당없음,해당없음,A000030,이*원,V9,W000951,박*우,2023-02-21,FCAW
P13,COT,C,Vendor,770.0,해당없음,초음파,ID00000025,D6,2023-03-04,NC2,승인,해당없음,해당없음,A000030,이*원,V9,W000951,박*우,2023-02-21,FCAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W001671,김*곤,2023-02-19,FAB
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W001671,김*곤,2023-02-19,FAB
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W001671,김*곤,2023-02-19,FAB
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000019,D42,2023-03-03,NC2,승인,해당없음,해당없음,A000036,조*현,직영,W001671,김*곤,2023-02-19,FAB
P06,COT,C,Vendor,700.0,해당없음,초음파,ID00000019,D33,2023-03-03,NC2,승인,해당없음,해당없음,A000028,김*찬,V19,W001177,강*권,2023-02-25,FCAW
P06,COT,C,Vendor,700.0,해당없음,초음파,ID00000019,D33,2023-03-03,NC2,승인,해당없음,해당없음,A000028,김*찬,V19,W001177,강*권,2023-02-25,FCAW
P24,LNG,B,Vendor,700.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002471,김*호,2023-02-28,FCAW
P24,LNG,B,Vendor,670.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002472,곽*현,2023-02-28,FCAW
P24,LNG,B,Vendor,540.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002472,곽*현,2023-02-28,FCAW
P24,LNG,B,Vendor,700.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002472,곽*현,2023-02-28,FCAW
P24,LNG,B,Vendor,540.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002471,김*호,2023-02-28,FCAW
P24,LNG,B,Vendor,540.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002472,곽*현,2023-02-28,FCAW
P24,LNG,B,Vendor,590.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002472,곽*현,2023-02-28,FCAW
P24,LNG,B,Vendor,590.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002471,김*호,2023-02-28,FCAW
P24,LNG,B,Vendor,670.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002472,곽*현,2023-02-28,FCAW
P24,LNG,B,Vendor,1200.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002471,김*호,2023-02-28,FCAW
P24,LNG,B,Vendor,1200.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002472,곽*현,2023-02-28,FCAW
P24,LNG,B,Vendor,1200.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002471,김*호,2023-02-28,FCAW
P24,LNG,B,Vendor,1200.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002471,김*호,2023-02-28,FCAW
P24,LNG,B,Vendor,1200.0,해당없음,초음파,ID00000006,D11,2023-03-04,NC1,승인,해당없음,해당없음,A000045,정*수,V2,W002472,곽*현,2023-02-28,FCAW
P13,COT,C,Vendor,500.0,해당없음,초음파,ID00000025,D6,2023-03-04,NC2,승인,해당없음,해당없음,A000030,이*원,V9,W000951,박*우,2023-02-21,FCAW
P13,COT,C,Vendor,500.0,해당없음,초음파,ID00000025,D6,2023-03-04,NC2,승인,해당없음,해당없음,A000030,이*원,V9,W000951,박*우,2023-02-21,FCAW
P13,COT,C,Vendor,500.0,해당없음,초음파,ID00000025,D6,2023-03-04,NC2,승인,해당없음,해당없음,A000030,이*원,V9,W000951,박*우,2023-02-21,FCAW
P13,COT,C,Vendor,600.0,해당없음,초음파,ID00000025,D32,2023-03-04,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W001547,정*현,2023-02-28,FCAW
P10,CNT,A,Vendor,3125.0,해당없음,방사선,ID00000028,D46,2023-03-04,NC2,승인,해당없음,해당없음,A000046,김*식,V28,W002489,김*수,2023-02-27,FCAW
P10,CNT,A,Vendor,4350.0,해당없음,방사선,ID00000028,D46,2023-03-04,NC2,승인,해당없음,해당없음,A000046,김*식,V28,W002490,김*호,2023-02-27,FCAW
P30,LNG,B,Vendor,700.0,해당없음,초음파,ID00000029,D10,2023-03-04,NC2,승인,해당없음,해당없음,A000008,김*엄,V5,W002491,조*환,2023-02-26,FCAW
P30,LNG,B,Vendor,600.0,해당없음,초음파,ID00000029,D10,2023-03-04,NC2,승인,해당없음,해당없음,A000047,옥*호,V20,W002492,공*민,2023-02-26,FCAW
P30,LNG,B,Vendor,900.0,해당없음,초음파,ID00000029,D10,2023-03-04,NC2,승인,해당없음,해당없음,A000047,옥*호,V20,W002493,이*무,2023-02-26,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002494,김*중,2023-02-28,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002494,김*중,2023-02-28,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002496,강*민,2023-02-28,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002497,배*욱,2023-02-28,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002497,배*욱,2023-02-28,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002496,강*민,2023-02-28,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002496,강*민,2023-02-28,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002496,강*민,2023-02-28,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002496,강*민,2023-02-28,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002496,강*민,2023-02-28,FCAW
P09,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000006,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000042,이*조,V20,W002496,강*민,2023-02-28,FCAW
P05,COT,C,Vendor,500.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W001327,하*찬,2023-03-02,FCAW
P05,COT,C,Vendor,500.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W001327,하*찬,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,960.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,860.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,770.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,830.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,980.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,728.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,790.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W002507,김*근,2023-03-02,FCAW
P05,COT,C,SHI,15175.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002521,이*구,2023-02-28,EGW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002521,이*구,2023-03-02,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002521,이*구,2023-03-02,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002521,이*구,2023-03-02,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002521,이*구,2023-03-02,EGW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002521,이*구,2023-03-02,EGW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002521,이*구,2023-03-02,EGW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002521,이*구,2023-03-02,EGW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002521,이*구,2023-03-02,EGW
P05,COT,C,SHI,24985.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W000110,김*종,2023-02-28,EGW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W001011,강*호,2023-02-28,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W001011,강*호,2023-02-28,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W001011,강*호,2023-02-28,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W001011,강*호,2023-02-28,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W001011,강*호,2023-02-28,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W001011,강*호,2023-02-28,FCAW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002537,김*진,2023-02-28,FCSA
P05,COT,C,Vendor,700.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W001011,강*호,2023-02-28,FCAW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002537,김*진,2023-02-28,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002537,김*진,2023-02-28,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002541,이*창,2023-02-24,FCSA
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000006,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002542,김*규,2023-02-24,FCAW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-02-24,FCSA
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000006,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002542,김*규,2023-02-24,FCAW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-02-24,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-02-24,FCSA
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000006,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002542,김*규,2023-02-24,FCAW
P05,COT,C,Vendor,750.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,745.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,750.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,990.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,840.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,915.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,860.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,725.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,950.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,910.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-02-24,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-02-24,FCSA
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000006,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002542,김*규,2023-02-24,FCAW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-02-24,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W002541,이*창,2023-02-24,FCSA
P28,CNT,A,Vendor,1200.0,해당없음,초음파,ID00000030,D38,2023-03-04,NC5,승인,해당없음,해당없음,A000048,노*수,V29,W002571,박*완,2023-02-25,FCAW
P28,CNT,A,Vendor,1700.0,해당없음,초음파,ID00000030,D38,2023-03-04,NC5,승인,해당없음,해당없음,A000048,노*수,V29,W002571,박*완,2023-02-25,FCAW
P28,CNT,A,Vendor,700.0,해당없음,초음파,ID00000030,D38,2023-03-04,NC5,승인,해당없음,해당없음,A000048,노*수,V29,W002571,박*완,2023-02-25,FCAW
P28,CNT,A,Vendor,700.0,해당없음,초음파,ID00000030,D38,2023-03-04,NC5,승인,해당없음,해당없음,A000048,노*수,V29,W002571,박*완,2023-02-25,FCAW
P28,CNT,A,Vendor,9100.0,1275.0,초음파,ID00000030,D38,2023-03-04,NC5,보류,C2,융합불량,A000048,노*수,V29,W002571,박*완,2023-02-25,FCAW
P28,CNT,A,Vendor,700.0,해당없음,초음파,ID00000030,D38,2023-03-04,NC5,승인,해당없음,해당없음,A000048,노*수,V29,W002571,박*완,2023-02-25,FCAW
P28,CNT,A,Vendor,9100.0,1685.0,초음파,ID00000030,D38,2023-03-04,NC5,보류,C2,융합불량,A000048,노*수,V29,W002571,박*완,2023-02-25,FCAW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-03-02,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-03-02,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-03-02,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-03-02,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-03-02,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-03-02,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-03-02,FCSA
P05,COT,C,Vendor,725.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,780.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,860.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,760.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,730.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,960.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P05,COT,C,Vendor,990.0,해당없음,초음파,ID00000015,D9,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002548,김*진,2023-03-02,FCAW
P07,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000001,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002592,이*근,2023-02-21,FCAW
P07,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000001,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W002592,이*근,2023-02-21,FCAW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-03-02,FCSA
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000015,D10,2023-03-04,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W001019,이*용,2023-03-02,EGW
